Time,Long_Dist_L1_F1,Long_Dist_F1_F2,Lat_Dist_L1_F1,Lat_Dist_F1_F2,Long_Vel_Diff_L1_F1,Long_Vel_Diff_F1_F2,Lat_Vel_Diff_L1_F1,Lat_Vel_Diff_F1_F2
1.500245332717895508e+00,-1.038871434714386144e+00,-1.000041993617569069e+00,-1.818873078851570386e-03,2.235726432431642693e-06,2.928882243438116761e-01,2.288348544289678160e-04,-4.792517567304055339e-05,1.096171467662558878e-05
1.600130796432495117e+00,-1.062421929040582080e+00,-1.000064200987069940e+00,-7.364251496676657745e-03,-6.804443140511337508e-06,2.950380491472888167e-01,2.756027222049806688e-04,1.468313714748794175e-03,-1.202211534741140866e-04
1.700165271759033203e+00,-1.085255664949023036e+00,-1.000704242796505827e+00,-1.683700229934214157e-02,1.847178953780047108e-05,2.761167196035429483e-01,1.237214104620585134e-02,4.612260640462414844e-03,-1.409133459096062810e-05
1.800210714340209961e+00,-1.109754891282761280e+00,-1.001413859253449612e+00,-2.895504478444884539e-02,3.818908681372706800e-05,2.696793203666122962e-01,1.957231281170532938e-02,7.158177995089063175e-03,-5.308974819649511365e-06
1.900168418884277344e+00,-1.135884766991956063e+00,-1.002793340210407669e+00,-4.069479726068942621e-02,9.201137032908746115e-05,2.594137380834292683e-01,3.405112768103988469e-02,8.280295023429466716e-03,2.294277986717474362e-06
2.000314712524414062e+00,-1.158460222643502568e+00,-1.007993201740536415e+00,-5.424414436854651383e-02,2.083082096941079556e-05,2.241708890308398150e-01,5.641100414705090688e-02,1.141493261428989242e-02,5.006509594448818319e-08
2.100210428237915039e+00,-1.178094651301111018e+00,-1.014848773264676707e+00,-6.741913075400240984e-02,-1.997052055084546003e-04,2.016300168115496838e-01,5.965727605008196155e-02,1.268787459264501469e-02,2.480264417022161712e-05
2.200356483459472656e+00,-1.194400426609049992e+00,-1.023671696426333710e+00,-8.496942015362481115e-02,-5.553938862069794907e-04,1.697961335217454959e-01,7.871476053955214769e-02,1.311918622203018733e-02,4.335305245083678142e-05
2.300333023071289062e+00,-1.208139949382982969e+00,-1.036067322123562784e+00,-1.040205099933144139e-01,-1.065682723830298738e-03,1.520675896526675619e-01,1.261868847437759289e-01,1.470205793036362049e-02,1.300825448692323667e-04
2.400149345397949219e+00,-1.219189499779033792e+00,-1.046800325397715836e+00,-1.241056641374250896e-01,-1.730774499452960571e-03,1.286186004652093706e-01,1.078137539876640044e-01,1.485942111088057321e-02,1.843220252393478853e-04
2.500158071517944336e+00,-1.224299904539724260e+00,-1.061002775522065011e+00,-1.376889334573032642e-01,-2.585423905156687338e-03,6.796899867594405342e-02,1.420027171316784187e-01,1.479300609848438822e-02,3.542131017415707126e-04
2.600226640701293945e+00,-1.228309701024442369e+00,-1.073467304018653534e+00,-1.446792919454881476e-01,-3.658709730021424394e-03,8.564851207619624679e-03,1.246745344122404259e-01,1.883908406930000223e-02,4.441796751211760357e-04
2.700143575668334961e+00,-1.228711962301765492e+00,-1.088011037970634032e+00,-1.513591786573029729e-01,-4.943931535661818220e-03,3.321923131994923561e-02,1.454882787718421444e-01,9.613213321336910866e-03,6.959122491313737618e-04
2.800306797027587891e+00,-1.229822235703009303e+00,-1.100130914427780660e+00,-1.541127646356176550e-01,-6.391514491702875514e-03,2.093675867784338535e-02,1.212709125804048438e-01,1.629058789460453892e-03,7.557132684795526967e-04
2.900197029113769531e+00,-1.230032449933705418e+00,-1.113534263381067646e+00,-1.537917485574383236e-01,-7.695317896621608686e-03,3.886327756153236997e-03,1.341137889241715009e-01,-1.150485122766085194e-03,9.987666235421574674e-04
3.000239372253417969e+00,-1.228837457692073531e+00,-1.124241982236477755e+00,-1.537780079527288901e-01,-9.020725926122437691e-03,-8.760269558422371927e-03,1.269373156735820463e-01,-4.956387007269643687e-03,1.104088515002396012e-03
3.100156068801879883e+00,-1.227028898733977469e+00,-1.135469143370014811e+00,-1.540207899551317983e-01,-1.059112246163866969e-02,-1.499909155301096426e-02,1.104449333390098431e-01,-4.196882723005751492e-03,1.009696376316344436e-03
3.200255870819091797e+00,-1.224762936609433917e+00,-1.145529771313160916e+00,-1.518509223834693111e-01,-1.237271583657660080e-02,-2.296945023071412725e-02,1.330063881122038605e-01,-5.304964858946389396e-03,1.688716881077112790e-03
3.300222873687744141e+00,-1.222092964934678561e+00,-1.153319860202481228e+00,-1.493020770362120664e-01,-1.435445374576915269e-02,-2.763990905116773394e-02,7.826866390514423955e-02,-5.042317787793361948e-03,1.106186700153643501e-03
3.400171995162963867e+00,-1.219075041578252971e+00,-1.162266980632917557e+00,-1.464859432571804509e-01,-1.653672830053668982e-02,-3.204586643352143327e-02,8.976170692312984700e-02,-5.301726727369166295e-03,1.450440576676116037e-03
3.500164508819580078e+00,-1.216262844552261191e+00,-1.165483516871471004e+00,-1.423544288699027383e-01,-1.879198736080172488e-02,-3.089029427593888155e-02,3.252601595186718764e-02,-4.888563703801391581e-03,6.179226734973787679e-04
3.600185632705688477e+00,-1.213122005005135895e+00,-1.169812340502487835e+00,-1.406570265627010707e-01,-2.116125586960880545e-02,-3.019745321117741146e-02,4.336961830959885911e-02,-5.430473657843750725e-03,1.075795259411537440e-03
3.700348138809204102e+00,-1.210253443283521468e+00,-1.169285773110766202e+00,-1.397388262789907853e-01,-2.352071583078098674e-02,-2.731093698836489087e-02,-4.983157957122575851e-03,-4.627221449107886235e-03,-3.345458206271620383e-05
3.800156116485595703e+00,-1.207805461885582687e+00,-1.169281185841360982e+00,-1.431363935330593473e-01,-2.592094429882140644e-02,-1.930929531444743052e-02,5.146953910084359337e-04,-3.007918831217979913e-03,7.587899975700322511e-05
3.900332927703857422e+00,-1.205887930324335722e+00,-1.164529989358240814e+00,-1.452019831258914428e-01,-2.829672909653826313e-02,-1.719890809308767532e-02,-4.426927301553034572e-02,-3.619583755116425119e-03,-1.171614057699807681e-03
4.000248908996582031e+00,-1.205177668044553840e+00,-1.160956156446198095e+00,-1.537331180791403629e-01,-3.056637015935192991e-02,-6.557762562579452607e-03,-3.134967566675451317e-02,-1.453485274558886714e-03,-6.701011491221592689e-04
4.100265741348266602e+00,-1.203555809763646511e+00,-1.154050922159179260e+00,-1.634274667017838190e-01,-3.289306781301878230e-02,-1.196144177439998138e-02,-6.881997533648991083e-02,-2.800404389780521055e-03,-1.925108791644473093e-03
4.200349330902099609e+00,-1.205568169119186406e+00,-1.149409708673951647e+00,-1.764466651546411913e-01,-3.594395271803392522e-02,2.483105153919168070e-02,-5.189662412668755859e-02,4.938870521944091832e-03,-1.775359416366515709e-03
4.306396245956420898e+00,-1.205568169119186406e+00,-1.149409708673951647e+00,-1.764466651546411913e-01,-3.594395271803392522e-02,2.483105153919168070e-02,-5.189662412668755859e-02,4.938870521944091832e-03,-1.775359416366515709e-03
4.400276660919189453e+00,-1.212985050970038836e+00,-1.137467550097009505e+00,-2.096794460917964509e-01,-4.278677590914472390e-02,4.729585173397173048e-02,-6.456274448547592859e-02,1.195161199406416519e-02,-2.841290856644862906e-03
4.531792879104614258e+00,-1.212985050970038836e+00,-1.137467550097009505e+00,-2.096794460917964509e-01,-4.278677590914472390e-02,4.729585173397173048e-02,-6.456274448547592859e-02,1.195161199406416519e-02,-2.841290856644862906e-03
4.608227491378784180e+00,-1.219605672521421935e+00,-1.130476767967459217e+00,-2.192924733082661781e-01,-4.578153000116425009e-02,5.680954721677745206e-02,-9.026222238267896103e-02,8.354756824118233366e-03,-4.541784824573270873e-03
4.700298070907592773e+00,-1.223003089581689018e+00,-1.119011133199366403e+00,-2.497675182480271761e-01,-5.098242411443670852e-02,3.368100852988439170e-02,-7.861009987446650193e-02,1.087124238253026932e-02,-4.616109307258966718e-03
4.800287485122680664e+00,-1.221680138674714700e+00,-1.114957991949801830e+00,-2.626587313280240310e-01,-5.353566200038265693e-02,4.482930308212158127e-02,-5.298805878784969975e-02,1.655594677627697520e-02,-3.292565773720458697e-03
4.900226354598999023e+00,-1.211806552179719665e+00,-1.110487159064277973e+00,-2.718178291897469512e-01,-5.570060642372952342e-02,-2.983405727539893415e-01,-6.005026566743489752e-02,-9.828115353551250544e-02,-3.982262606677626840e-03
5.000211477279663086e+00,-1.185462953129722496e+00,-1.108435107399813768e+00,-2.700894194501208823e-01,-5.756688810709585657e-02,-2.522871441753340993e-01,-3.823089829496730679e-02,-1.033899463704378435e-01,-2.656461745142626139e-03
5.100176095962524414e+00,-1.170649254780526283e+00,-1.105501066287086775e+00,-2.633262873223090050e-01,-5.811823720776886776e-02,7.556540832985283659e-03,-8.062743777885446328e-02,-1.656249321554379914e-02,-8.092604917195236197e-03
5.200182914733886719e+00,-1.169163166414678878e+00,-1.105619596840919483e+00,-2.570020144455035238e-01,-5.398455994444721628e-02,7.013974677838909211e-02,-5.388797163538668056e-02,2.651995216936658961e-02,-3.323305734664630702e-03
5.300178527832031250e+00,-1.176761527488838333e+00,-1.098922012832998174e+00,-2.498986373100013092e-01,-4.386541026906449342e-02,1.207492879052761703e-01,-1.245859640297536514e-01,5.299395659917470469e-02,-1.126772609207338585e-02
5.400239467620849609e+00,-1.179751042447394260e+00,-1.097564395530306269e+00,-2.390109323922439966e-01,-2.831233411548254170e-02,7.468480706430660754e-02,-5.715158956043552008e-02,4.368278846267147075e-02,-1.812432265129818032e-02
5.500180482864379883e+00,-1.179761756812873541e+00,-1.089724731695998372e+00,-2.278867125137269689e-01,-1.497186586243569317e-02,1.462243307819059354e-02,-1.322336474101887260e-01,7.719698391497645251e-02,-2.920858344685527477e-02
5.600309610366821289e+00,-1.171667069107492409e+00,-1.085664755966737394e+00,-2.049829798632638311e-01,-8.933282296718483839e-03,9.634962753500382615e-02,-7.637505369510466657e-02,6.318960534073857216e-02,-3.517802538320662087e-02
5.700263977050781250e+00,-1.185737870579485875e+00,-1.074874955168780621e+00,-1.886958422115969924e-01,-8.947446152216645063e-03,1.581655820926791134e-01,-1.198588533439531728e-01,6.164124684219858541e-02,-3.178466283191592329e-02
5.800194740295410156e+00,-1.199023747003461482e+00,-1.068034269491615618e+00,-1.768034760731061750e-01,-7.251005846336054661e-03,8.739441623423084560e-02,-5.069179916635278838e-02,4.062580139150104297e-02,-1.826912400977730513e-02
5.900260925292968750e+00,-1.214585749247661717e+00,-1.057924187186682241e+00,-1.672494067896210801e-01,-1.201201778517608718e-03,1.303589498521180723e-01,-9.242089583844934064e-02,3.396575196403248120e-02,-8.517751462277491298e-04
6.000222206115722656e+00,-1.226050719683257739e+00,-1.054319382704433705e+00,-1.557849137572367149e-01,-1.754876251685006869e-03,8.082243943989768364e-02,-1.918314744197771940e-02,2.193192192585155867e-02,-1.452341976206634848e-03
6.100269079208374023e+00,-1.237564116903295819e+00,-1.050244092011262786e+00,-1.436417983599391213e-01,-9.385896527595024436e-03,8.199040280429789607e-02,-2.802176787721129617e-02,3.632850371444752702e-02,-1.591305137676250758e-02
6.200200796127319336e+00,-1.241888716784456781e+00,-1.052073891639685455e+00,-1.371559791842484333e-01,-1.887782962512556811e-02,-2.585965943563000441e-02,3.476425683904132286e-02,3.066945950094092377e-02,-1.975660438141284628e-02
6.300262212753295898e+00,-1.240311047323049198e+00,-1.052960872360915845e+00,-1.434944299026774395e-01,-2.855007869798925624e-02,-2.704103035495464269e-02,1.682921370661377702e-02,4.961527077816560785e-03,-1.406927653490692206e-03
6.400167942047119141e+00,-1.234601068733699236e+00,-1.059831251153922738e+00,-1.529452751832660606e-01,-4.186662889194997517e-02,-5.258384548176633227e-02,7.750360458503592620e-02,-1.250179578725756080e-02,3.545379292194721522e-03
6.500136613845825195e+00,-1.229953565371722402e+00,-1.064273765319497356e+00,-1.603038355214646271e-01,-5.786520054004213459e-02,-4.021870300610821958e-02,5.476465282365720888e-02,-1.582338667474879335e-02,6.944986727991491957e-03
6.600146532058715820e+00,-1.220472801878919933e+00,-1.069570763037896999e+00,-1.709340451847468356e-01,-7.139901322326286381e-02,-8.962158603220669872e-02,7.330981402704821182e-02,-2.596697063942171937e-02,3.081044653476775527e-03
6.700169324874877930e+00,-1.207748357048652244e+00,-1.075695044689857438e+00,-1.797300317081249321e-01,-8.150200938400500861e-02,-1.196474629592154948e-01,7.706743901181871415e-02,-3.791607315584397120e-02,4.463261029346392988e-03
6.800220966339111328e+00,-1.193857168382944423e+00,-1.083399726281087050e+00,-1.886110197723878112e-01,-9.189492850592870243e-02,-1.159281763058073317e-01,8.545902780670733279e-02,-3.862220671130359856e-02,6.306210118767014913e-03
6.900190591812133789e+00,-1.179265726340286813e+00,-1.090476247224013706e+00,-1.973190807044072070e-01,-1.026300728487251485e-01,-1.212749566081907232e-01,8.137886071988481573e-02,-4.145010113053895773e-02,6.088864433310530941e-03
7.000167608261108398e+00,-1.164160562104026964e+00,-1.097337236824932560e+00,-2.023150278042667449e-01,-1.126005327079690754e-01,-1.308820990206491508e-01,7.921077463173578637e-02,-4.778256474113782432e-02,7.592827363834766911e-03
7.100191831588745117e+00,-1.147825267534528848e+00,-1.102262194193970979e+00,-2.040406702794194949e-01,-1.218035122578145918e-01,-1.459048704648265304e-01,6.034441104444719650e-02,-5.492767653262187189e-02,6.268454012390593452e-03
7.200192213058471680e+00,-1.132317618956890426e+00,-1.107365653498042057e+00,-2.057620861583758509e-01,-1.315396851270988487e-01,-1.372969405718373892e-01,6.260442511531699727e-02,-5.369827035196355486e-02,1.018058093804488293e-02
7.300196647644042969e+00,-1.118105766060462747e+00,-1.109802109500565903e+00,-2.076179010412521342e-01,-1.400207473617545162e-01,-1.236095591054996584e-01,3.186377445209078590e-02,-4.957918683002521948e-02,3.730741161998514521e-03
7.400209188461303711e+00,-1.104096425048919361e+00,-1.112560407215873903e+00,-2.072135410991320092e-01,-1.462837277978881190e-01,-1.252624209555273649e-01,4.022153684405144897e-02,-5.137133808300268362e-02,5.705643227742264977e-03
7.500169754028320312e+00,-1.104096425048919361e+00,-1.084331674956705793e+00,-2.072135410991320092e-01,-1.420035391276566750e-01,-1.252624209555273649e-01,2.507928324869902054e-02,-5.137133808300268362e-02,3.455362819142219349e-03
7.600415229797363281e+00,-1.091008190634670916e+00,-1.086651879254435960e+00,-2.071411811775915879e-01,-1.470841535617833651e-01,-1.166369870611398268e-01,2.672362343873534163e-02,-4.865687369802883938e-02,5.609731144821779314e-03
7.700133800506591797e+00,-1.079780216792479486e+00,-1.112222063628410362e+00,-2.064187275070718808e-01,-1.550674366939605864e-01,-1.005713855515045080e-01,-2.895178093701407190e-05,-4.277388065808996470e-02,1.447929788694377962e-03
7.800170898437500000e+00,-1.069904010431163233e+00,-1.109943889042322773e+00,-2.040513732549392167e-01,-1.576734545867315429e-01,-9.076726465191631288e-02,-3.421449647294184243e-02,-3.977457399478213224e-02,-6.014037063261652716e-03
7.900194883346557617e+00,-1.062530402189277412e+00,-1.106731534029003372e+00,-2.024485065863061983e-01,-1.593934723876947457e-01,-6.680004165435435293e-02,-4.671134032062832647e-02,-3.029662263816932516e-02,-5.270475092444625032e-03
8.000183343887329102e+00,-1.056469680732721628e+00,-1.103155625969188813e+00,-2.010804843531290298e-01,-1.602071287116647036e-01,-5.407061614659694482e-02,-6.276370998798427858e-02,-2.450290939358786002e-02,-9.571799094192902368e-03
8.100147247314453125e+00,-1.053219129700476486e+00,-1.100592228018503427e+00,-1.986089247470421704e-01,-1.611601552014579330e-01,-3.057107395138753889e-02,-7.316233217780333808e-02,-1.426718355837365386e-02,-1.294139161439813307e-02
8.200225591659545898e+00,-1.051620321699672678e+00,-1.097478598231091285e+00,-1.955516728055213538e-01,-1.620310378021991848e-01,-1.670190282224990816e-02,-8.602568426738417540e-02,-8.129560799924056766e-03,-1.562336142648701118e-02
8.300138235092163086e+00,-1.051914996433528815e+00,-1.093534499050342612e+00,-1.930565754436182058e-01,-1.630755496458442810e-01,1.104803541132859347e-03,-9.805664344934904297e-02,3.844522397069628002e-05,-1.924108163177465705e-02
8.400175571441650391e+00,-1.053260001250997391e+00,-1.088567836278090173e+00,-1.907809345649955357e-01,-1.639602621499856305e-01,1.070809868287599803e-02,-1.089894667491565217e-01,4.541220145364390122e-03,-2.173993186330086189e-02
8.500197649002075195e+00,-1.056704874653348725e+00,-1.082844274905168769e+00,-1.884281560066592143e-01,-1.647529397307994914e-01,2.957944792053169777e-02,-1.175649309144498333e-01,1.330253697032528909e-02,-2.396670037169530004e-02
8.600183963775634766e+00,-1.060856085355922129e+00,-1.075381926897522655e+00,-1.863077286410694533e-01,-1.650575244374680728e-01,3.590380775032473576e-02,-1.235681279909934260e-01,1.603094426840833905e-02,-2.665861569993563385e-02
8.700137138366699219e+00,-1.064706987511448766e+00,-1.068145234789248832e+00,-1.890045525959815620e-01,-1.653841200143007506e-01,4.019963667509450500e-02,-1.172494938787081720e-01,1.794519179684439178e-02,-2.537293872552683419e-02
8.800252914428710938e+00,-1.072306526954418304e+00,-1.060601157219106971e+00,-1.861060590181020380e-01,-1.655204891829471503e-01,6.750885469569345432e-02,-1.324685841635599992e-01,3.886850954853047352e-02,-3.146844656182811589e-02
8.900232315063476562e+00,-1.080752513213236288e+00,-1.052660203355305413e+00,-1.782375046811421337e-01,-1.650318110163404572e-01,8.299266691269475971e-02,-1.479948808784861958e-01,4.280927126123922760e-02,-4.163941301616497226e-02
9.000371932983398438e+00,-1.088929878483261726e+00,-1.046018621120859082e+00,-1.739967922578523063e-01,-1.665255807938111343e-01,7.832003886681160321e-02,-1.180700519361324030e-01,3.759150147332969427e-02,-3.373170436483693968e-02
9.100188255310058594e+00,-1.097078609202397859e+00,-1.039356329494623754e+00,-1.696653311925041541e-01,-1.716993358631609956e-01,1.004413108518121128e-01,-1.219670583672515796e-01,4.780420961097478494e-02,-3.774678394281488769e-02
9.200250387191772461e+00,-1.106924050282764638e+00,-1.032329298592140843e+00,-1.682648818428013060e-01,-1.799892247486704622e-01,1.135396576601481189e-01,-9.415400644743400493e-02,5.115376560119137828e-02,-3.036570874310967616e-02
9.300137042999267578e+00,-1.117736013579843313e+00,-1.022810572757373082e+00,-1.663114515867149534e-01,-1.865444479419445245e-01,1.083755862784344243e-01,-8.795581595682247511e-02,4.769103158944789506e-02,-3.056530985349180038e-02
9.400190114974975586e+00,-1.129326151976878689e+00,-1.013446301724136633e+00,-1.643548505530954551e-01,-1.896001040532352133e-01,1.068118212665490618e-01,-6.587359546666270160e-02,4.644537695817392564e-02,-2.033662728125060215e-02
9.500135421752929688e+00,-1.143508331836672332e+00,-1.004513240249538697e+00,-1.621404018171802575e-01,-1.889289840747882254e-01,1.123114375318114422e-01,-3.969933680520446040e-02,5.210163050479551389e-02,-1.334165682042057904e-02
9.600306510925292969e+00,-1.157593413290683326e+00,-1.000475441635139573e+00,-1.600219269768888286e-01,-1.872194247421867241e-01,1.063187139955570765e-01,-1.377403044422622659e-02,4.761394081754959096e-02,-4.000836049566555523e-03
9.700153827667236328e+00,-1.173944198499185410e+00,-9.980492334010612199e-01,-1.554478784438920180e-01,-1.849693657715998363e-01,1.168804003420783194e-01,5.750810960008694364e-03,5.315882282329666836e-02,3.252080383682609196e-03
9.800134181976318359e+00,-1.194191365468160182e+00,-9.971814500188771468e-01,-1.454699259088458874e-01,-1.822929160443095831e-01,1.184888183165370562e-01,2.363327612864094332e-02,5.774669815241825765e-02,1.232278787542981889e-02
9.900212049484252930e+00,-1.214373642584810842e+00,-9.978311354575022385e-01,-1.298643289615945551e-01,-1.795966850142361182e-01,1.327084556093558743e-01,4.809328110054085503e-02,5.237831452823942663e-02,3.132537788038766702e-02
1.000019884109497070e+01,-1.227175132774931621e+00,-9.994512354158262557e-01,-1.129997245066078349e-01,-1.762994210523213812e-01,1.078151582993147339e-01,6.859656351685258779e-02,4.147180971643298075e-02,3.710754769735262470e-02
1.010022830963134766e+01,-1.235328782747502796e+00,-1.003588231101095296e+00,-9.412522005756218668e-02,-1.737583611585458709e-01,8.394700438683551369e-02,9.379967553564609595e-02,3.190601063763912754e-02,3.398045402342147331e-02
1.020025444030761719e+01,-1.236389865665265209e+00,-1.009976254118922112e+00,-7.741023801402152626e-02,-1.708168167652631686e-01,2.922569328163494157e-02,1.310845163605430796e-01,4.555416267947347275e-02,1.644238283073396270e-02
1.030013346672058105e+01,-1.224640969467263307e+00,-1.021293436607644933e+00,-6.189164051365442232e-02,-1.669401271058479075e-01,-1.059441953080028503e-01,1.626417579125125634e-01,3.354770924601325338e-02,3.250902417047867032e-02
1.040023922920227051e+01,-1.201360126524184890e+00,-1.030966564183129153e+00,-4.807030117906030409e-02,-1.636972710183504376e-01,-2.515574072325348909e-01,1.475574871480941630e-01,-6.021421075196313477e-02,4.627510845752608876e-02
1.050015640258789062e+01,-1.174306413732376431e+00,-1.040913754877462516e+00,-3.113521625644605217e-02,-1.591657871361222831e-01,-3.027604251921170442e-01,1.706157464613323460e-01,-9.588741852911847330e-02,5.078742668651703429e-02
1.060030388832092285e+01,-1.148055652000419480e+00,-1.052627353823476719e+00,-1.936944590414885203e-02,-1.571613698691203820e-01,-2.969779913392356363e-01,1.926632545750392722e-01,-8.758254718998900734e-02,3.610603258974771912e-02
1.070022296905517578e+01,-1.116980079045002183e+00,-1.068216453016358036e+00,-1.530482363645091493e-02,-1.598462493757007996e-01,-2.711112253865783361e-01,1.705560894620740953e-01,-9.685210614650532901e-02,4.125336544145746798e-02
1.080029821395874023e+01,-1.089216040926039408e+00,-1.083028430723298019e+00,-8.777904660183522001e-03,-1.658686896590120807e-01,-1.457044830139791192e-01,1.534079128974281114e-01,-7.859586661226761195e-02,4.426684388837587997e-02
1.090030431747436523e+01,-1.078524630859894362e+00,-1.093626432301323836e+00,-9.928498472815849851e-03,-1.684314383583379038e-01,4.875521889280878818e-02,1.113040947155645305e-01,1.607792393179134638e-02,3.161781545515741920e-02
1.100020384788513184e+01,-1.077141546312414544e+00,-1.103676405008710670e+00,-1.177672495660725405e-02,-1.662016906037307451e-01,6.270322059140374937e-02,9.572926925345455473e-02,1.807873004995953076e-02,2.793722966633470015e-02
1.110025477409362793e+01,-1.081086075458804086e+00,-1.110460268456978650e+00,-6.862319694995677732e-03,-1.616979803262879045e-01,9.760880221284119751e-02,6.060957339290251600e-02,2.908809287806567861e-02,1.727476330453406664e-02
1.120018601417541504e+01,-1.090346861508388887e+00,-1.118706943733441594e+00,4.821884151323951873e-03,-1.573858302323132008e-01,1.208034402025887910e-01,7.005496386187270996e-02,3.339686976015632941e-02,1.938218067446945483e-02
1.130030298233032227e+01,-1.104652194033094670e+00,-1.119461096155905500e+00,2.306739738798896378e-02,-1.524024364395229481e-01,1.382577421820846142e-01,-4.314698521779649493e-03,3.983679862774460595e-02,-6.625837024158600340e-03
1.140016841888427734e+01,-1.119923763900340985e+00,-1.120813173877243996e+00,3.926884241622530247e-02,-1.479022244029967181e-01,1.528294365766707796e-01,1.109075002422976047e-02,3.770875560348140032e-02,2.794582760034665294e-03
1.150018191337585449e+01,-1.136250198890845331e+00,-1.116411345706314284e+00,5.520277961313210802e-02,-1.433470687311457770e-01,1.658029704453717890e-01,-5.535249765677049960e-02,3.807810712815172527e-02,-1.226398133583143403e-02
1.160016918182373047e+01,-1.152654330593160248e+00,-1.113667524517508278e+00,7.114565142618753391e-02,-1.395086705683342976e-01,1.692750780482896733e-01,-3.879222906339400978e-02,3.599273055464997234e-02,-1.204680476295514474e-02
1.170017623901367188e+01,-1.169327706551669177e+00,-1.106260341439554429e+00,8.503371714100324552e-02,-1.354353317228266240e-01,1.730487230095681117e-01,-8.372620378818955433e-02,3.432990318920454281e-02,-2.522254496099344406e-02
1.180017495155334473e+01,-1.185714639590679464e+00,-1.100785384607599893e+00,9.590534567031411273e-02,-1.316401119322215818e-01,1.702776100945437576e-01,-6.527382788513337586e-02,3.195200395750210504e-02,-2.006255963807776835e-02
1.190015125274658203e+01,-1.201330690653642508e+00,-1.092580791889750103e+00,1.071220586249506668e-01,-1.273715378893187922e-01,1.638232873466545225e-01,-9.369204791945166810e-02,2.872996695289528266e-02,-2.587042783632065648e-02
1.200015377998352051e+01,-1.216274053951264866e+00,-1.086078988220221087e+00,1.179950044977978174e-01,-1.233189672544352522e-01,1.582314398206505213e-01,-6.495638371389966803e-02,2.592859535358707848e-02,-1.822334773114510365e-02
1.210014653205871582e+01,-1.229514572010570239e+00,-1.078915742539571454e+00,1.269781961401138526e-01,-1.186078344820783170e-01,1.408551861185176612e-01,-7.237702043255506146e-02,2.164446000780514273e-02,-2.022449574955600612e-02
1.220017576217651367e+01,-1.236886270689397715e+00,-1.074996472882850052e+00,1.412689386257226232e-01,-1.139507572455923656e-01,8.639183505967529264e-02,-4.123464483150697524e-02,1.148704681156944435e-02,-1.119509398853920853e-02
1.230018210411071777e+01,-1.242823036809452608e+00,-1.071320843106563281e+00,1.554484991153984863e-01,-1.089864709582442359e-01,8.094348626661497514e-02,-3.891490339348402383e-02,9.920495943026136007e-03,-1.063947111224839565e-02
1.240013575553894043e+01,-1.248961242762178347e+00,-1.070736892136675111e+00,1.599018110278875582e-01,-1.040751963641908251e-01,6.860486445166623370e-02,-9.043348016576789952e-03,7.051739500557432754e-03,-2.316699415515361023e-03
