Time,Long_Dist_L1_F1,Long_Dist_F1_F2,Lat_Dist_L1_F1,Lat_Dist_F1_F2,Long_Vel_Diff_L1_F1,Long_Vel_Diff_F1_F2,Lat_Vel_Diff_L1_F1,Lat_Vel_Diff_F1_F2
1.250017881393432617e+01,-1.250951325425261551e+00,-1.070803629181708239e+00,1.594201870067482041e-01,-9.890506222080250320e-02,2.187184692393122701e-02,-2.772584170356385495e-03,1.480438113191460047e-03,-6.568758013515426470e-04
1.260026168823242188e+01,-1.251006065819895374e+00,-1.073609915584431196e+00,1.566893684445631874e-01,-9.360027498134426693e-02,-7.157907099970007561e-04,2.367932655509560891e-02,-6.501416439272435796e-04,6.439951338372967848e-03
1.270035839080810547e+01,-1.249353701277221340e+00,-1.077023892342960476e+00,1.535431362680172440e-01,-8.799371661219476670e-02,-1.804353217248515912e-02,2.940944033746605360e-02,-2.267725577795367056e-03,7.796170352377263489e-03
1.280019927024841309e+01,-1.246674198210731221e+00,-1.082459086261859937e+00,1.502467430289989303e-01,-8.249843309044022077e-02,-2.835654882544692140e-02,4.920053647490119086e-02,-3.416432793448867869e-03,1.288896683302246868e-02
1.290017771720886230e+01,-1.242137409436550710e+00,-1.088105444542497136e+00,1.465112033382129919e-01,-7.698443504466206955e-02,-4.727085860084610097e-02,5.138828683530554525e-02,-5.534766580429569850e-03,1.334758881650069222e-02
1.300014805793762207e+01,-1.236986075398915919e+00,-1.094972569429927933e+00,1.428021390015764835e-01,-7.159207069456435812e-02,-5.332031140128236368e-02,6.270142359876990090e-02,-6.157514029389848410e-03,1.562468300980833329e-02
1.310016512870788574e+01,-1.230852096197741385e+00,-1.101560152893676925e+00,1.391106435788147244e-01,-6.622100778541825661e-02,-6.303115891667886161e-02,5.408933410759012017e-02,-7.195756894291950589e-03,1.326351729341697545e-02
1.320014452934265137e+01,-1.224766904609104756e+00,-1.108500708030556225e+00,1.354009516957732639e-01,-6.098011417595375350e-02,-6.256927580810654754e-02,5.083791072978628006e-02,-7.076932338268873170e-03,1.078997340420141324e-02
1.330020785331726074e+01,-1.218493783962048660e+00,-1.115411357141586235e+00,1.317432473742659871e-01,-5.593558065054562989e-02,-6.437887044564712113e-02,4.910358578153322523e-02,-7.218019866267738963e-03,1.091642026527843076e-02
1.340013170242309570e+01,-1.212480817435257929e+00,-1.122935021879216233e+00,1.281980460680167411e-01,-5.086968318298584757e-02,-6.169501775356062145e-02,3.770640637554388552e-02,-6.865803479224679221e-03,7.984611782827779128e-03
1.350016593933105469e+01,-1.207291939686735871e+00,-1.129461945762311403e+00,1.248357738663392613e-01,-4.563916221207958701e-02,-5.333181168613496809e-02,-1.479724333699352842e-02,-5.894683770759761091e-03,1.196466797488407799e-02
1.360014414787292480e+01,-1.203618044107735097e+00,-1.137512782631775021e+00,1.219572487346593515e-01,-4.003518224766755562e-02,-3.781509618417583374e-02,3.170705959828010873e-02,-4.155239929534194215e-03,3.837429202386815914e-03
1.370017480850219727e+01,-1.200476096989303354e+00,-1.147897466967226388e+00,1.191792113454304136e-01,-3.262515553072040109e-02,-3.246259793103855457e-02,9.852916935703654941e-03,-3.550221367789272667e-03,-2.123532318737249291e-03
1.380017566680908203e+01,-1.198119439287743893e+00,-1.160170697764669745e+00,1.165762214415969056e-01,-2.561252842167272004e-02,-2.521519935443122459e-02,1.128369952615657741e-03,-2.423862570493205779e-03,-3.921694983290809761e-03
1.390021419525146484e+01,-1.198103973805244582e+00,-1.166589620049112375e+00,1.174934498802242405e-01,-1.885444137997793757e-02,-7.743919523335490219e-05,-2.617420814948614657e-02,-2.364112868190158898e-03,1.139349089495785526e-02
1.400015044212341309e+01,-1.202610164555492744e+00,-1.165405711513164411e+00,1.195248165690122738e-01,-1.260133005483479729e-02,4.324952041002473602e-02,-7.167196234897119100e-02,8.471087423045646665e-04,-1.304582856064195190e-02
1.410013842582702637e+01,-1.210860539004755321e+00,-1.156885420027427447e+00,1.220762962290115883e-01,-4.162148906600687814e-03,5.519694460055418750e-02,-7.082260390847723575e-02,4.783332769588680491e-03,-3.269069048070196576e-02
1.420025372505187988e+01,-1.221945054773913686e+00,-1.141265954310747066e+00,1.260522791214919169e-01,7.966295215433294441e-04,5.924247355155710243e-02,-1.017514584564288560e-01,1.593608041694090025e-02,-4.460731143373269925e-02
1.430019307136535645e+01,-1.228793619170935436e+00,-1.127609756273830532e+00,1.358841688225012612e-01,4.184626411213254737e-03,3.209228466249832573e-02,-7.521461205578817977e-02,9.007508535887128083e-04,-3.756328198629360626e-02
1.440022325515747070e+01,-1.236600628618058639e+00,-1.106816236132053488e+00,1.459667143033264169e-01,5.434768918371107871e-03,5.844678970650273725e-02,-1.190949041566556482e-01,1.588840430591512316e-03,-2.468342967167522911e-02
1.450018072128295898e+01,-1.243500803976497648e+00,-1.088222364139315390e+00,1.550224660060443849e-01,1.848493280296514829e-03,3.751000305450849504e-02,-8.189005909174615350e-02,-7.489097239651146265e-03,-7.901420960225443574e-03
1.460019302368164062e+01,-1.251881500891970811e+00,-1.066423990796017351e+00,1.646382232673442303e-01,-1.402436182087601901e-03,5.333563862938805328e-02,-9.819916059259804764e-02,-3.118433400107990458e-04,-1.884206042943524159e-02
1.470025992393493652e+01,-1.257315089719503565e+00,-1.048112506697248758e+00,1.726273058560289231e-01,-1.070763272787569886e-02,5.901280908665408609e-02,-9.819290323356136274e-02,-2.190410454915829239e-02,3.643082779971936608e-03
1.480015254020690918e+01,-1.259555505717942614e+00,-1.031651332556926537e+00,1.785630567993203022e-01,-2.195691401862998049e-02,1.807114014068427962e-02,-3.733396091562401348e-02,-1.035700464849499463e-03,-7.224845715545341433e-03
1.490021371841430664e+01,-1.262010739372343204e+00,-1.017695773058939546e+00,1.821561691626381319e-01,-3.155178959413018625e-02,3.210020487078813628e-02,-3.890785678099288603e-02,-1.064227380544258269e-03,-8.443636399538972243e-03
1.500018334388732910e+01,-1.260706774836662936e+00,-1.008561267927156280e+00,1.835520398361307759e-01,-4.506009608365396657e-02,1.273480903890321326e-03,1.465878760704636234e-02,2.121794039890509929e-03,8.057311263540631319e-04
1.510014843940734863e+01,-1.259340837855990491e+00,-1.002642883092872639e+00,1.851461880181671515e-01,-5.611626569989319746e-02,1.411960365288618229e-03,1.846542236277929142e-02,-1.515762008396332426e-02,2.665556840261345661e-03
